wall_1,,,,,,,,,,,,,,openDoorFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,floatBlock,,block,,floatBlock,,block,,floatBlock,,floatBlock,,block,,floatBlock,,block,,floatBlock,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
openDoorLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallRight
,,,,block,,floatBlock,,block,,floatBlock,,block,,floatBlock,,floatBlock,,block,,floatBlock,,block,,floatBlock,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,block,,floatBlock,,block,,floatBlock,,block,,floatBlock,,floatBlock,,block,,floatBlock,,block,,floatBlock,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
