wall_1,,,,,,,,,,,,,,openDoorFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,unlock_1,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
openDoorLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallRight
,,,,block,,rightArrow,,rightArrow,,rightArrow,,block,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,downArrow,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,downArrow,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,rightArrow,,rightArrow,,block,,unlock_4,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
