wall_1,,,,,,,,,,,,,,wallFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,downArrow,,leftArrow,,leftArrow,,leftArrow,,leftArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,downArrow,,floatBlock,,floatBlock,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,downArrow,,floatBlock,,floatBlock,,floatBlock,,upArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
openDoorLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,openDoorRight
,,,,block,,rightArrow,,rightArrow,,rightArrow,,block,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,downArrow,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,upArrow,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,downArrow,,floatBlock,,unlock_3,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,upArrow,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,rightArrow,,rightArrow,,block,,rightArrow,,rightArrow,,rightArrow,,rightArrow,,upArrow,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
