wall_1,,,,,,,,,,,,,,wallFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,unlock_1,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
openDoorLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,wallRight
,,,,block,,rightArrow,,rightArrow,,rightArrow,,block,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,unlock_2,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,floatBlock,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
