wall_1,,,,,,,,,,,,,,openDoorFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,floatBlock,,floatBlock,,block,,block,,block,,block,,block,,
wallLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,shutDoorRight
,,,,block,,block,,block,,block,,block,,floatBlock,,floatBlock,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,floatBlock,,floatBlock,,block,,block,,block,,block,,block,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
