wall_1,,,,,,,,,,,,,,openDoorFront,,,,wall_1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_2,,,,downArrow,,leftArrow,,leftArrow,,leftArrow,,leftArrow,,upArrow,,upArrow,,block,,block,,block,,block,,block,,wall_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,downArrow,,block,,block,,block,,upArrow,,upArrow,,upArrow,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,upArrow,,upArrow,,upArrow,,block,,block,,block,,block,,block,,
openDoorLeft,,,,,,,,,,,,,,,,,,,,,,,,,,,,openDoorRight
,,,,block,,rightArrow,,rightArrow,,rightArrow,,block,,upArrow,,upArrow,,block,,block,,block,,block,,block,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,downArrow,,block,,upArrow,,block,,block,,block,,block,,upArrow,,
wall_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall_2
,,,,block,,block,,block,,block,,downArrow,,block,,upArrow,,block,,block,,block,,block,,upArrow,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,block,,block,,block,,block,,rightArrow,,rightArrow,,block,,rightArrow,,rightArrow,,rightArrow,,rightArrow,,upArrow,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wall_1,,,,,,,,,,,,,,wallBack,,,,wall_1,,,,,,,,,,
